gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,at,ni,sale,costat
005539,2023-12-31,2023,INDL,C,D,STD,HCSG,HEALTHCARE SERVICES GROUP,USD,790.6520,38.3860,1685.1770,A
005543,2023-12-31,2023,INDL,C,D,STD,WELL,WELLTOWER INC,USD,44012.1660,340.0940,6584.5530,A
005559,2023-12-31,2023,INDL,C,D,STD,STRL,STERLING INFRASTRUCTURE INC,USD,1777.1840,138.6550,1972.2290,A
005560,2023-12-31,2023,INDL,C,D,STD,HL,HECLA MINING CO,USD,3011.1040,-84.2170,720.2270,A
005567,2023-10-31,2023,INDL,C,D,STD,HEI,HEICO CORP,USD,7195.0630,403.5960,2968.1050,A
005568,2023-12-31,2023,INDL,C,D,STD,KHC,KRAFT HEINZ CO,USD,90339.0000,2855.0000,26640.0000,A
005572,2023-02-28,2022,INDL,C,D,STD,HELE,HELEN OF TROY LTD,USD,2913.7150,143.2730,2072.6670,A
005581,2023-09-30,2023,INDL,C,D,STD,HP,HELMERICH & PAYNE,USD,4381.9560,434.1000,2872.4210,A
005597,2023-12-31,2023,INDL,C,D,STD,HSY,HERSHEY CO,USD,11902.9410,1861.7870,11164.9920,A
005606,2023-10-31,2023,INDL,C,D,STD,HPQ,HP INC,USD,37004.0000,3263.0000,53718.0000,A
005608,2023-12-31,2023,INDL,C,D,STD,HXL,HEXCEL CORP,USD,2918.5000,105.7000,1789.0000,A
005643,2023-12-31,2023,INDL,C,D,STD,HLT,HILTON WORLDWIDE HOLDINGS,USD,15401.0000,1141.0000,10235.0000,A
005680,2023-01-31,2022,INDL,C,D,STD,HD,HOME DEPOT INC,USD,76445.0000,17105.0000,157403.0000,A
005690,2023-12-31,2023,INDL,C,D,STD,HNI,HNI CORP,USD,1928.8000,49.2000,2434.0000,A
005709,2023-10-31,2023,INDL,C,D,STD,HRL,HORMEL FOODS CORP,USD,13448.7720,793.5720,12110.0100,A
005742,2023-12-31,2023,INDL,C,D,STD,CNP,CENTERPOINT ENERGY INC,USD,39715.0000,917.0000,8696.0000,A
005764,2023-12-31,2023,INDL,C,D,STD,HUBB,HUBBELL INC,USD,6914.0000,759.8000,5372.9000,A
005783,2023-12-31,2023,INDL,C,D,STD,JBHT,HUNT (JB) TRANSPRT SVCS INC,USD,8538.2600,728.2870,12829.6650,A
005786,2023-12-31,2023,INDL,C,D,STD,HBAN,HUNTINGTON BANCSHARES,USD,189368.0000,1951.0000,10780.0000,A
005788,2023-10-31,2023,INDL,C,D,STD,HURC,HURCO COS INC,USD,290.5890,4.3890,227.8070,A
005860,2023-12-31,2023,INDL,C,D,STD,ITT,ITT INC,USD,3932.6000,410.5000,3283.0000,A
005862,2023-12-31,2023,INDL,C,D,STD,RYN,RAYONIER INC,USD,3647.5850,173.4930,1056.9330,A
005870,2023-12-31,2023,INDL,C,D,STD,IDA,IDACORP INC,USD,8475.9180,261.1950,1766.3560,A
005878,2023-12-31,2023,INDL,C,D,STD,ITW,ILLINOIS TOOL WORKS,USD,15518.0000,2957.0000,16107.0000,A
005959,2023-12-31,2023,INDL,C,D,STD,TT,TRANE TECHNOLOGIES PLC,USD,19391.9000,2023.9000,17677.6000,A
005968,2023-12-31,2023,INDL,C,D,STD,RYI,RYERSON HOLDING CORP,USD,2569.6000,145.7000,5108.7000,A
005987,2023-09-30,2023,INDL,C,D,STD,GFF,GRIFFON CORP,USD,2418.8790,77.6170,2685.1830,A
006008,2023-12-31,2023,INDL,C,D,STD,INTC,INTEL CORP,USD,191572.0000,1689.0000,54228.0000,A
006034,2023-12-31,2023,INDL,C,D,STD,TILE,INTERFACE INC,USD,1230.0950,44.5170,1261.4980,A
006066,2023-12-31,2023,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,135241.0000,7502.0000,61860.0000,A
006078,2023-12-31,2023,INDL,C,D,STD,IFF,INTL FLAVORS & FRAGRANCES,USD,30978.0000,-2567.0000,11479.0000,A
006100,2023-12-31,2023,INDL,C,D,STD,IDCC,INTERDIGITAL INC,USD,1770.8140,214.0690,549.5880,A
006104,2023-12-31,2023,INDL,C,D,STD,IP,INTL PAPER CO,USD,23261.0000,288.0000,18916.0000,A
006136,2023-12-31,2023,INDL,C,D,STD,IPG,INTERPUBLIC GROUP OF COS,USD,19267.3000,1098.4000,10889.3000,A
006216,2023-09-30,2023,INDL,C,D,STD,J,JACOBS SOLUTIONS INC,USD,14617.1090,665.7770,16352.4140,A
006223,2023-12-31,2023,INDL,C,D,STD,EME,EMCOR GROUP INC,USD,6609.7210,632.9940,12582.8730,A
006266,2023-12-31,2023,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,167558.0000,35153.0000,85159.0000,A
006268,2023-09-30,2023,INDL,C,D,STD,JCI,JOHNSON CONTROLS INTL PLC,USD,42242.0000,1849.0000,26793.0000,A
006304,2023-06-30,2023,INDL,C,D,STD,KLAC,KLA CORP,USD,14072.3570,3387.2770,10496.0560,A
006310,2023-12-31,2023,INDL,C,D,STD,KMI,KINDER MORGAN INC,USD,71020.0000,2391.0000,15334.0000,A
006326,2023-12-31,2023,INDL,C,D,STD,KAMN,KAMAN CORP,USD,1498.6550,7.9470,775.8540,A
006338,2023-12-31,2023,INDL,C,D,STD,EVRG,EVERGY INC,USD,30976.1000,731.3000,5607.3000,A
006375,2023-12-31,2023,INDL,C,D,STD,K,KELLANOVA,USD,15621.0000,951.0000,13122.0000,A
006379,2023-12-31,2023,INDL,C,D,STD,KELYA,KELLY SERVICES INC  -CL A,USD,2581.6000,36.4000,4835.7000,A
006386,2023-06-30,2023,INDL,C,D,STD,KMT,KENNAMETAL INC,USD,2547.2340,118.4590,2078.1840,A
006435,2023-12-31,2023,INDL,C,D,STD,KMB,KIMBERLY-CLARK CORP,USD,17344.0000,1764.0000,20431.0000,A
006461,2023-12-31,2023,INDL,C,D,STD,KEX,KIRBY CORP,USD,5722.1970,222.9350,3091.6400,A
006502,2023-01-31,2022,INDL,C,D,STD,KR,KROGER CO,USD,49623.0000,2244.0000,148258.0000,A
006527,2023-06-30,2023,INDL,C,D,STD,LYTS,LSI INDUSTRIES INC,USD,296.1490,25.7620,496.9790,A
006543,2023-04-30,2022,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,1866.2630,150.6640,2349.4330,A
006547,2023-09-30,2023,INDL,C,D,STD,SR,SPIRE INC,USD,10313.6000,217.5000,2666.3000,A
006565,2023-06-30,2023,INDL,C,D,STD,LRCX,LAM RESEARCH CORP,USD,18781.6430,4510.9310,17428.5160,A
006573,2023-06-30,2023,INDL,C,D,STD,LANC,LANCASTER COLONY CORP,USD,1112.9940,111.2860,1822.5270,A
006649,2023-12-31,2023,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,4634.5000,-136.8000,4725.3000,A
006669,2023-11-30,2023,INDL,C,D,STD,LEN,LENNAR CORP,USD,39234.3030,3938.5110,34233.3660,A
006682,2023-11-30,2023,INDL,C,D,STD,JEF,JEFFERIES FINANCIAL GRP INC,USD,57905.1610,277.6880,7497.6990,A
006730,2023-12-31,2023,INDL,C,D,STD,LLY,LILLY (ELI) & CO,USD,64006.3000,5240.4000,34124.1000,A
006737,2023-12-31,2023,INDL,C,D,STD,LECO,LINCOLN ELECTRIC HLDGS INC,USD,3377.2970,545.2480,4191.6360,A
006742,2023-12-31,2023,INDL,C,D,STD,LNC,LINCOLN NATIONAL CORP,USD,372413.0000,-752.0000,11402.0000,A
006774,2023-12-31,2023,INDL,C,D,STD,LMT,LOCKHEED MARTIN CORP,USD,52456.0000,6920.0000,67571.0000,A
006781,2023-12-31,2023,INDL,C,D,STD,L,LOEWS CORP,USD,79197.0000,1434.0000,15678.0000,A
006788,2023-12-31,2023,INDL,C,D,STD,RRC,RANGE RESOURCES CORP,USD,7203.8850,871.1420,3374.4180,A
006821,2023-12-31,2023,INDL,C,D,STD,LPX,LOUISIANA-PACIFIC CORP,USD,2437.0000,178.0000,2581.0000,A
006829,2023-01-31,2022,INDL,C,D,STD,LOW,LOWE'S COS INC,USD,43708.0000,6437.0000,97059.0000,A
006865,2023-12-31,2023,INDL,C,D,STD,MDC,MDC HOLDINGS INC,USD,5631.0850,401.0050,4642.8660,A
006867,2023-12-31,2023,INDL,C,D,STD,MDU,MDU RESOURCES GROUP INC,USD,7833.1590,414.7070,4657.3400,A
006932,2023-12-31,2023,INDL,C,D,STD,MGEE,MGE ENERGY INC,USD,2675.4580,117.6990,690.4310,A
006994,2023-12-31,2023,INDL,C,D,STD,MTW,MANITOWOC CO,USD,1706.7000,39.2000,2227.8000,A
007017,2023-12-31,2023,INDL,C,D,STD,MRO,MARATHON OIL CORP,USD,19575.0000,1554.0000,6449.0000,A
007022,2023-12-31,2023,INDL,C,D,STD,MCS,MARCUS CORP,USD,1065.1030,14.7940,729.5750,A
007063,2023-12-31,2023,INDL,C,D,STD,HST,HOST HOTELS & RESORTS INC,USD,12243.0000,740.0000,5392.0000,A
007065,2023-12-31,2023,INDL,C,D,STD,MMC,MARSH & MCLENNAN COS,USD,48030.0000,3756.0000,22678.0000,A
007085,2023-12-31,2023,INDL,C,D,STD,MAS,MASCO CORP,USD,5363.0000,908.0000,7967.0000,A
007116,2023-12-31,2023,INDL,C,D,STD,MAT,MATTEL INC,USD,6435.8220,214.3520,5441.2190,A
007117,2023-12-31,2023,INDL,C,D,STD,MLP,MAUI LAND & PINEAPPLE CO,USD,42.2230,-3.0800,10.9150,A
007146,2023-11-30,2023,INDL,C,D,STD,MKC,MCCORMICK & CO INC,USD,12862.3000,680.6000,6662.2000,A
007154,2023-12-31,2023,INDL,C,D,STD,MCD,MCDONALD'S CORP,USD,56146.8000,8468.8000,25493.7000,A
007161,2023-12-31,2023,INDL,C,D,STD,MGRC,MCGRATH RENTCORP,USD,2217.2830,174.6210,831.8420,A
007163,2023-12-31,2023,INDL,C,D,STD,SPGI,S&P GLOBAL INC,USD,60589.0000,2626.0000,12497.0000,A
007171,2023-03-31,2022,INDL,C,D,STD,MCK,MCKESSON CORP,USD,62320.0000,3560.0000,276711.0000,A
007185,2023-09-30,2023,INDL,C,D,STD,GENC,GENCOR INDUSTRIES INC,USD,195.7480,14.6660,105.0750,A
007228,2023-04-30,2022,INDL,C,D,STD,MDT,MEDTRONIC PLC,USD,90948.0000,3758.0000,31227.0000,A
007241,2023-12-31,2023,INDL,C,D,STD,CVS,CVS HEALTH CORP,USD,249728.0000,8344.0000,357776.0000,A
007257,2023-12-31,2023,INDL,C,D,STD,MRK,MERCK & CO,USD,106675.0000,365.0000,60115.0000,A
007275,2023-03-31,2022,INDL,C,D,STD,MLAB,MESA LABORATORIES INC,USD,661.8320,0.9300,219.0800,A
007291,2023-04-30,2022,INDL,C,D,STD,MEI,METHODE ELECTRONICS INC,USD,1579.1000,77.1000,1179.6000,A
007295,2023-06-30,2023,INDL,C,D,STD,EVI,EVI INDUSTRIES INC,USD,253.8470,9.7190,354.1730,A
007343,2023-08-31,2023,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,64254.0000,-5833.0000,15540.0000,A
007366,2023-12-31,2023,INDL,C,D,STD,ETR,ENTERGY CORP,USD,59703.3960,2374.8550,12147.4120,A
007368,2023-12-31,2023,INDL,C,D,STD,MSEX,MIDDLESEX WATER CO,USD,1236.0520,31.5240,166.2740,A
007420,2023-12-31,2023,INDL,C,D,STD,MSA,MSA SAFETY INC,USD,2170.1500,58.5830,1787.6470,A
007435,2023-12-31,2023,INDL,C,D,STD,MMM,3M CO,USD,50580.0000,-6995.0000,31392.0000,A
007437,2023-12-31,2023,INDL,C,D,STD,ALE,ALLETE INC,USD,6656.4000,247.1000,1879.8000,A
007486,2023-03-31,2022,INDL,C,D,STD,MOD,MODINE MANUFACTURING CO,USD,1565.9000,153.1000,2297.9000,A
007526,2023-12-31,2023,INDL,C,D,STD,QDEL,QUIDELORTHO CORP,USD,8563.1000,-10.1000,2978.6000,A
007585,2023-12-31,2023,INDL,C,D,STD,MSI,MOTOROLA SOLUTIONS INC,USD,13336.0000,1709.0000,9978.0000,A
007620,2023-12-31,2023,INDL,C,D,STD,MUR,MURPHY OIL CORP,USD,9766.6970,661.5590,3448.8540,A
007636,2023-12-31,2023,INDL,C,D,STD,MYE,MYERS INDUSTRIES INC,USD,541.6310,48.8670,813.0670,A
007637,2023-12-31,2023,INDL,C,D,STD,VTRS,VIATRIS INC,USD,47685.5000,54.7000,15426.9000,A
007647,2023-12-31,2023,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,3180151.0000,26515.0000,173512.0000,A
007658,2023-12-31,2023,INDL,C,D,STD,NL,NL INDUSTRIES,USD,576.6620,-2.3080,161.2870,A
007685,2023-06-30,2023,INDL,C,D,STD,NSSC,NAPCO SECURITY TECH INC,USD,166.6540,27.1270,169.9970,A
007696,2023-03-31,2022,INDL,C,D,STD,NATH,NATHAN'S FAMOUS INC,USD,58.6100,19.6230,130.7850,A
007733,2023-09-30,2023,INDL,C,D,STD,NFG,NATIONAL FUEL GAS CO,USD,8280.2600,476.8660,2173.7710,A
007741,2023-12-31,2023,INDL,C,D,STD,NHC,NATIONAL HEALTHCARE CORP,USD,1310.7960,66.7980,1115.1000,A
007750,2023-12-31,2023,INDL,C,D,STD,THC,TENET HEALTHCARE CORP,USD,28312.0000,611.0000,20514.0000,A
007762,2023-12-31,2023,INDL,C,D,STD,NPK,NATIONAL PRESTO INDS INC,USD,440.5360,34.5590,340.9120,A
007799,2023-12-31,2023,INDL,C,D,STD,NATR,NATURES SUNSHINE PRODS INC,USD,249.7730,15.0760,445.3200,A
007849,2023-09-30,2023,INDL,C,D,STD,NJR,NEW JERSEY RESOURCES CORP,USD,6537.4960,264.7240,1962.9940,A
007866,2023-12-31,2023,INDL,C,D,STD,NYT,NEW YORK TIMES CO  -CL A,USD,2714.5950,232.3870,2426.1520,A
007875,2023-12-31,2023,INDL,C,D,STD,NWL,NEWELL BRANDS INC,USD,12163.0000,-388.0000,8133.0000,A
007881,2023-12-31,2023,INDL,C,D,STD,NEM,NEWMONT CORP,USD,55506.0000,-2494.0000,11812.0000,A
007882,2023-12-31,2023,INDL,C,D,STD,NR,NEWPARK RESOURCES,USD,642.3360,14.5160,749.6000,A
007906,2023-05-31,2022,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,37531.0000,5070.0000,51217.0000,A
007921,2023-10-31,2023,INDL,C,D,STD,NDSN,NORDSON CORP,USD,5251.7700,487.4930,2628.6320,A
007922,2023-01-31,2022,INDL,C,D,STD,JWN,NORDSTROM INC,USD,8745.0000,245.0000,15530.0000,A
007923,2023-12-31,2023,INDL,C,D,STD,NSC,NORFOLK SOUTHERN CORP,USD,41652.0000,1827.0000,12156.0000,A
007938,2023-12-31,2023,INDL,C,D,STD,NC,NACCO INDUSTRIES  -CL A,USD,539.7080,-39.5870,214.7940,A
007951,2023-01-31,2022,INDL,C,D,STD,MOV,MOVADO GROUP INC,USD,787.7050,94.5280,751.8980,A
007970,2023-12-31,2023,INDL,C,D,STD,ES,EVERSOURCE ENERGY,USD,55612.2450,-442.2400,11910.7050,A
007974,2023-12-31,2023,INDL,C,D,STD,NI,NISOURCE INC,USD,31077.2000,714.3000,5505.4000,A
007977,2023-12-31,2023,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,64079.0000,1771.0000,14206.0000,A
007982,2023-12-31,2023,INDL,C,D,STD,NTRS,NORTHERN TRUST CORP,USD,150783.1000,1107.3000,12116.5000,A
007985,2023-12-31,2023,INDL,C,D,STD,NOC,NORTHROP GRUMMAN CORP,USD,46544.0000,2056.0000,39290.0000,A
007991,2023-12-31,2023,INDL,C,D,STD,TEX,TEREX CORP,USD,3615.5000,518.0000,5151.5000,A
007993,2023-12-31,2023,INDL,C,D,STD,NWN,NORTHWEST NATURAL HLDNG CO,USD,4867.0920,93.8680,1197.4750,A
008001,2023-12-31,2023,INDL,C,D,STD,NWE,NORTHWESTERN ENRGY GROUP INC,USD,7600.6520,194.1310,1422.1430,A
008007,2023-12-31,2023,INDL,C,D,STD,WFC,WELLS FARGO & CO,USD,1932468.0000,19142.0000,115340.0000,A
008030,2023-12-31,2023,INDL,C,D,STD,NUE,NUCOR CORP,USD,35340.4990,4524.8010,34713.5010,A
008068,2023-12-31,2023,INDL,C,D,STD,OXY,OCCIDENTAL PETROLEUM CORP,USD,74008.0000,4696.0000,28257.0000,A
008079,2023-12-31,2023,INDL,C,D,STD,OII,OCEANEERING INTERNATIONAL,USD,2239.0060,97.4030,2424.7060,A
008087,2023-03-31,2022,INDL,C,D,STD,ITI,ITERIS INC,USD,111.7940,-14.8550,156.0520,A
008092,2023-12-31,2023,INDL,C,D,STD,VTOL,BRISTOW GROUP INC,USD,1937.2780,-6.7800,1297.4290,A
008099,2023-12-31,2023,INDL,C,D,STD,FE,FIRSTENERGY CORP,USD,48767.0000,1102.0000,12870.0000,A
008105,2023-07-31,2023,INDL,C,D,STD,ODC,OIL DRI CORP AMERICA,USD,286.2350,29.5510,413.0210,A
008113,2023-12-31,2023,INDL,C,D,STD,OGE,OGE ENERGY CORP,USD,12790.7000,416.8000,2674.3000,A
008123,2023-12-31,2023,INDL,C,D,STD,OLN,OLIN CORP,USD,7713.2000,460.2000,6833.0000,A
008148,2023-12-31,2023,INDL,C,D,STD,OLP,ONE LIBERTY PROPERTIES INC,USD,761.6060,29.6140,90.0010,A
008151,2023-12-31,2023,INDL,C,D,STD,OKE,ONEOK INC,USD,44266.0000,2659.0000,17677.0000,A
008199,2023-12-31,2023,INDL,C,D,STD,OTTR,OTTER TAIL CORP,USD,3242.5680,294.1910,1349.1660,A
008210,2023-12-31,2023,INDL,C,D,STD,OSG,OVERSEAS SHIPHOLDING GROUP,USD,1078.8840,62.4540,451.8710,A
008213,2023-12-31,2023,INDL,C,D,STD,OMI,OWENS & MINOR INC,USD,5093.3220,-41.3010,10333.9670,A
008214,2023-12-31,2023,INDL,C,D,STD,OC,OWENS CORNING,USD,11237.0000,1196.0000,9677.0000,A
008215,2023-12-31,2023,INDL,C,D,STD,OI,O-I GLASS INC,USD,9669.0000,-103.0000,7129.0000,A
008219,2023-01-31,2022,INDL,C,D,STD,OXM,OXFORD INDUSTRIES INC,USD,1188.6650,165.7350,1433.4510,A
008245,2023-12-31,2023,INDL,C,D,STD,PNC,PNC FINANCIAL SVCS GROUP INC,USD,561580.0000,5578.0000,31882.0000,A
008247,2023-12-31,2023,INDL,C,D,STD,PPG,PPG INDUSTRIES INC,USD,21647.0000,1270.0000,18256.0000,A
008253,2023-12-31,2023,INDL,C,D,STD,PCAR,PACCAR INC,USD,40823.4000,4600.8000,35127.4000,A
008264,2023-12-31,2023,INDL,C,D,STD,PCG,PG&E CORP,USD,125698.0000,2256.0000,24428.0000,A
008272,2023-12-31,2023,INDL,C,D,STD,SRE,SEMPRA ENERGY,USD,87181.0000,3075.0000,16720.0000,A
008334,2023-12-31,2023,INDL,C,D,STD,PAR,PAR TECHNOLOGY CORP,USD,802.6060,-69.7520,415.8230,A
008348,2023-02-28,2022,INDL,C,D,STD,PKE,PARK AEROSPACE CORP,USD,159.3330,10.7310,54.0550,A
008350,2023-12-31,2023,INDL,C,D,STD,PKOH,PARK OHIO HOLDINGS CORP,USD,1340.7000,7.8000,1659.7000,A
008358,2023-06-30,2023,INDL,C,D,STD,PH,PARKER-HANNIFIN CORP,USD,29964.4720,2082.9360,19065.1940,A
008386,2023-12-31,2023,INDL,C,D,STD,PATK,PATRICK INDUSTRIES INC,USD,2562.4480,142.8970,3468.0450,A
008402,2023-05-31,2022,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,10546.4000,1557.3000,5007.1000,A
008431,2023-12-31,2023,INDL,C,D,STD,AFG,AMERICAN FINANCIAL GROUP INC,USD,29787.0000,852.0000,7732.0000,A
008455,2023-12-31,2023,INDL,C,D,STD,PPL,PPL CORP,USD,39236.0000,740.0000,8305.0000,A
008463,2023-12-31,2023,INDL,C,D,STD,PNR,PENTAIR PLC,USD,6563.3000,622.7000,4104.5000,A
008479,2023-12-31,2023,INDL,C,D,STD,PEP,PEPSICO INC,USD,100495.0000,9074.0000,91471.0000,A
008486,2023-12-31,2023,INDL,C,D,STD,TPC,TUTOR PERINI CORP,USD,4429.8560,-171.1550,3880.2270,A
008530,2023-12-31,2023,INDL,C,D,STD,PFE,PFIZER INC,USD,226501.0000,2119.0000,61996.0000,A
008539,2023-12-31,2023,INDL,C,D,STD,EXC,EXELON CORP,USD,101546.0000,2328.0000,21727.0000,A
008542,2023-12-31,2023,INDL,C,D,STD,WTRG,ESSENTIAL UTILITIES INC,USD,16841.4590,498.2260,2053.8240,A
008543,2023-12-31,2023,INDL,C,D,STD,MO,ALTRIA GROUP INC,USD,38570.0000,8130.0000,20502.0000,A
008549,2023-12-31,2023,INDL,C,D,STD,COP,CONOCOPHILLIPS,USD,95924.0000,10957.0000,56141.0000,A
008551,2023-01-31,2022,INDL,C,D,STD,PVH,PVH CORP,USD,11768.3000,200.4000,9024.2000,A
008582,2023-03-31,2022,INDL,C,D,STD,SENEA,SENECA FOODS CORP,USD,1212.7210,9.2310,1509.3520,A
008599,2023-03-31,2022,INDL,C,D,STD,AGYS,AGILYSYS INC,USD,243.0360,14.5820,198.0650,A
008605,2023-12-31,2023,INDL,C,D,STD,PIPR,PIPER SANDLER COS,USD,2140.9830,85.4910,1358.1130,A
008606,2023-12-31,2023,INDL,C,D,STD,PBI,PITNEY BOWES INC,USD,4272.1850,-385.6270,3266.3480,A
008692,2023-12-31,2023,INDL,C,D,STD,PCH,POTLATCHDELTIC CORP,USD,3431.2560,62.1010,1024.0750,A
008699,2023-09-30,2023,INDL,C,D,STD,POWL,POWELL INDUSTRIES INC,USD,752.2420,54.5250,699.3080,A
008762,2023-06-30,2023,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,120829.0000,14653.0000,82006.0000,A
008807,2023-12-31,2023,INDL,C,D,STD,PNM,PNM RESOURCES INC,USD,10252.6050,88.3460,1939.1980,A
008810,2023-12-31,2023,INDL,C,D,STD,PEG,PUBLIC SERVICE ENTRP GRP INC,USD,50741.0000,2563.0000,11237.0000,A
008823,2023-12-31,2023,INDL,C,D,STD,PHM,PULTEGROUP INC,USD,16087.0500,2602.3720,16061.5780,A
008826,2023-08-31,2023,INDL,C,D,STD,PCYO,PURE CYCLE CORP,USD,133.2160,4.6990,14.5860,A
008832,2023-01-31,2022,INDL,C,D,STD,AGX,ARGAN INC,USD,489.4870,33.0980,455.0400,A
008850,2023-12-31,2023,INDL,C,D,STD,KWR,QUAKER HOUGHTON,USD,2714.2110,112.7480,1953.3130,A
008867,2023-03-31,2022,INDL,C,D,STD,QMCO,QUANTUM CORP,USD,213.6570,-37.9430,412.7520,A
008898,2023-09-30,2023,INDL,C,D,STD,RJF,RAYMOND JAMES FINANCIAL INC,USD,78360.0000,1739.0000,12992.0000,A
008901,2023-12-31,2023,INDL,C,D,STD,RES,RPC INC,USD,1286.8450,195.1130,1617.4740,A
008902,2023-05-31,2022,INDL,C,D,STD,RPM,RPM INTERNATIONAL INC,USD,6782.0040,478.6910,7256.4140,A
008947,2023-12-31,2023,INDL,C,D,STD,USLM,U S LIME & MINERALS,USD,440.6020,74.5490,281.3300,A
009023,2023-06-30,2023,INDL,C,D,STD,RGS,REGIS CORP/MN,USD,607.3770,-7.3850,233.3260,A
009063,2023-12-31,2023,INDL,C,D,STD,AN,AUTONATION INC,USD,11980.0000,1021.1000,26948.9000,A
009171,2023-09-30,2023,INDL,C,D,STD,RGCO,RGC RESOURCES INC,USD,303.7290,11.2990,97.4400,A
009203,2023-09-30,2023,INDL,C,D,STD,ROK,ROCKWELL AUTOMATION,USD,11304.0000,1387.4000,9058.0000,A
009216,2023-12-31,2023,INDL,C,D,STD,ROG,ROGERS CORP,USD,1517.2000,56.6000,908.4000,A
009225,2023-12-31,2023,INDL,C,D,STD,ROL,ROLLINS INC,USD,2595.4600,434.9570,3073.2780,A
009248,2023-01-31,2022,INDL,C,D,STD,ROST,ROSS STORES INC,USD,13416.4630,1512.0410,18695.8290,A
009273,2023-12-31,2023,INDL,C,D,STD,RGLD,ROYAL GOLD INC,USD,3361.0570,239.4400,608.1570,A
009299,2023-12-31,2023,INDL,C,D,STD,R,RYDER SYSTEM INC,USD,15778.0000,406.0000,11783.0000,A
009317,2023-12-31,2023,INDL,C,D,STD,SEIC,SEI INVESTMENTS CO,USD,2520.0030,462.2580,1909.3360,A
009324,2023-12-31,2023,INDL,C,D,STD,SJW,SJW GROUP,USD,4345.0670,84.9870,670.3630,A
009465,2023-12-31,2023,INDL,C,D,STD,SLB,SCHLUMBERGER LTD,USD,47957.0000,4203.0000,33135.0000,A
009466,2023-05-31,2022,INDL,C,D,STD,SCHL,SCHOLASTIC CORP,USD,1866.7000,86.3000,1704.0000,A
009538,2023-12-31,2023,INDL,C,D,STD,SEB,SEABOARD CORP,USD,7566.0000,226.0000,9562.0000,A
009551,2023-03-31,2022,INDL,C,D,STD,APPS,DIGITAL TURBINE INC,USD,1266.5560,16.6730,665.9200,A
009555,2023-12-31,2023,INDL,C,D,STD,SEE,SEALED AIR CORP,USD,7200.6000,341.6000,5488.9000,A
009599,2023-01-31,2022,INDL,C,D,STD,SMTC,SEMTECH CORP,USD,2569.6280,61.3800,756.5330,A
009611,2023-12-31,2023,INDL,C,D,STD,SCI,SERVICE CORP INTERNATIONAL,USD,16355.4000,537.3170,4099.7780,A
009664,2023-12-31,2023,INDL,C,D,STD,SHEN,SHENANDOAH TELECOMMUN CO,USD,1214.2290,8.0380,287.3790,A
009667,2023-12-31,2023,INDL,C,D,STD,SHW,SHERWIN-WILLIAMS CO,USD,22954.4000,2388.8000,23051.9000,A
009771,2023-12-31,2023,INDL,C,D,STD,AOS,SMITH (A.O.),USD,3213.9000,556.6000,3852.8000,A
009777,2023-04-30,2022,INDL,C,D,STD,SJM,SMUCKER (JM) CO,USD,14991.4000,-91.3000,8529.2000,A
009778,2023-12-31,2023,INDL,C,D,STD,SNA,SNAP-ON INC,USD,7544.9000,1011.1000,5108.3000,A
009783,2023-12-31,2023,INDL,C,D,STD,KEY,KEYCORP,USD,188281.0000,967.0000,10397.0000,A
009815,2023-12-31,2023,INDL,C,D,STD,SON,SONOCO PRODUCTS CO,USD,7191.9570,474.9590,6781.2920,A
009846,2023-12-31,2023,INDL,C,D,STD,EIX,EDISON INTERNATIONAL,USD,81758.0000,1407.0000,16338.0000,A
009849,2023-12-31,2023,INDL,C,D,STD,AWR,AMERICAN STATES WATER CO,USD,2246.1220,124.9210,595.6990,A
009850,2023-12-31,2023,INDL,C,D,STD,SO,SOUTHERN CO,USD,139331.0000,3976.0000,25253.0000,A
009882,2023-12-31,2023,INDL,C,D,STD,LUV,SOUTHWEST AIRLINES,USD,36487.0000,465.0000,26091.0000,A
009890,2023-12-31,2023,INDL,C,D,STD,SWX,SOUTHWEST GAS HOLDINGS INC,USD,11869.8960,150.8890,5433.9720,A
009899,2023-12-31,2023,INDL,C,D,STD,T,AT&T INC,USD,407060.0000,14400.0000,122428.0000,A
009904,2023-12-31,2023,INDL,C,D,STD,SWN,SOUTHWESTERN ENERGY CO,USD,11991.0000,1557.0000,6522.0000,A
009919,2023-12-31,2023,INDL,C,D,STD,SHYF,THE SHYFT GROUP INC,USD,530.0490,6.4960,872.1980,A
009969,2023-12-31,2023,INDL,C,D,STD,STAA,STAAR SURGICAL CO,USD,488.6920,21.3470,323.1570,A
010000,2023-12-31,2023,INDL,C,D,STD,SMP,STANDARD MOTOR PRODS,USD,1293.0470,34.1480,1358.2720,A
010008,2023-06-30,2023,INDL,C,D,STD,SXI,STANDEX INTERNATIONAL CORP,USD,1024.9290,138.9920,741.0480,A
